statement_id,significance
2498,Conflicting interpretations of pathogenicity
2499,Conflicting interpretations of pathogenicity
2500,Pathogenic
2501,Benign/Likely benign
2502,Benign/Likely benign
2503,Likely pathogenic
2504,Pathogenic
2505,Pathogenic
2506,Pathogenic
2507,Pathogenic
2508,Pathogenic
2509,Pathogenic
2510,Pathogenic/Likely pathogenic
2511,Pathogenic
2512,Pathogenic
2513,Pathogenic
2514,Pathogenic/Likely pathogenic
2515,Pathogenic/Likely pathogenic
2516,Pathogenic/Likely pathogenic
2517,Pathogenic
2518,Pathogenic/Likely pathogenic
2519,Pathogenic/Likely pathogenic
2520,Pathogenic/Likely pathogenic
2521,Likely pathogenic
2522,Pathogenic
2523,Pathogenic
2524,Conflicting interpretations of pathogenicity
2525,Pathogenic
2526,Pathogenic
2527,Pathogenic
2528,Uncertain significance
2529,Uncertain significance
2530,Uncertain significance
2531,Conflicting interpretations of pathogenicity
2532,Conflicting interpretations of pathogenicity
2533,Conflicting interpretations of pathogenicity
2534,Conflicting interpretations of pathogenicity
2535,Likely pathogenic
2536,Likely pathogenic
2537,Likely pathogenic
2538,Likely pathogenic
2539,Pathogenic
2540,Pathogenic
2541,Pathogenic
2542,Pathogenic
2543,Pathogenic
2544,Pathogenic
2545,Pathogenic
2546,Pathogenic
2547,Pathogenic
2548,Pathogenic
2549,Pathogenic
2550,Likely pathogenic
2551,Likely pathogenic
2552,Likely pathogenic
2553,Likely pathogenic
2554,Pathogenic
2555,Pathogenic
2556,Pathogenic
2557,Pathogenic
2558,Pathogenic
2559,Pathogenic
2560,Pathogenic
2561,Pathogenic
2562,Pathogenic
2563,Pathogenic
2564,Pathogenic
2565,Pathogenic
2566,Pathogenic
2567,Pathogenic
2568,Pathogenic
2569,Pathogenic
2570,Pathogenic
2571,Pathogenic
2572,Pathogenic
2573,Pathogenic
2574,Pathogenic
2575,Pathogenic
2576,Pathogenic
2577,Pathogenic
2578,Pathogenic
2579,Pathogenic
2580,Pathogenic
2581,Pathogenic
2582,Pathogenic
2583,Pathogenic
2584,Pathogenic
2585,Pathogenic
2586,Pathogenic
2587,Pathogenic
2588,Pathogenic
2589,Pathogenic
2590,Pathogenic
2591,Pathogenic
2592,Likely pathogenic
2593,Likely pathogenic
2594,risk factor
2595,Pathogenic/Likely pathogenic
2596,Pathogenic/Likely pathogenic
2597,Pathogenic/Likely pathogenic
2598,Pathogenic/Likely pathogenic
2599,Pathogenic/Likely pathogenic
2600,Pathogenic/Likely pathogenic
2601,Pathogenic
2602,Pathogenic
2603,Conflicting interpretations of pathogenicity
2604,Uncertain significance
2605,Pathogenic
2606,Pathogenic
2607,Pathogenic
2608,Pathogenic
2609,Pathogenic
2610,Pathogenic
2611,Pathogenic/Likely pathogenic
2612,Pathogenic/Likely pathogenic
2613,Pathogenic/Likely pathogenic
2614,Pathogenic/Likely pathogenic
2615,Pathogenic/Likely pathogenic
2616,Likely pathogenic
2617,Likely pathogenic
2618,Likely pathogenic
2619,Conflicting interpretations of pathogenicity
2620,Conflicting interpretations of pathogenicity
2621,Likely pathogenic
2622,Likely pathogenic
2623,Pathogenic
2624,Pathogenic
2625,Pathogenic
2626,Conflicting interpretations of pathogenicity
2627,Conflicting interpretations of pathogenicity
2628,Pathogenic/Likely pathogenic
2629,Pathogenic
2630,Pathogenic
2631,Pathogenic
2632,Pathogenic
2633,Uncertain significance
2634,Pathogenic
2635,Pathogenic/Likely pathogenic
2636,Pathogenic
2637,Pathogenic/Likely pathogenic
2638,Pathogenic
2639,Pathogenic/Likely pathogenic
2640,Pathogenic
2641,Pathogenic
2642,Pathogenic
2643,Pathogenic
2644,Pathogenic
2645,Uncertain significance
2646,Pathogenic
2647,Pathogenic
2648,Pathogenic
2649,risk factor
2650,Uncertain significance
2651,Uncertain significance
2652,Pathogenic
2653,Likely pathogenic
2654,Pathogenic
2655,Pathogenic
2656,Benign; risk factor
2657,Benign; risk factor
2658,Likely pathogenic
2659,Pathogenic
2660,Pathogenic
2661,Pathogenic
2662,Pathogenic
2663,Pathogenic
2664,Pathogenic
2665,Pathogenic
2666,Pathogenic
2667,Pathogenic
2668,Pathogenic
2669,Pathogenic
2670,Pathogenic
2671,Pathogenic
2672,Pathogenic
2673,Pathogenic
2674,Pathogenic
2675,Pathogenic
2676,Uncertain significance
2677,Pathogenic
2678,Pathogenic/Likely pathogenic
2679,Pathogenic
2680,Pathogenic
2681,Pathogenic
2682,Pathogenic
2683,Pathogenic
2684,Pathogenic
2685,Conflicting interpretations of pathogenicity
2686,Pathogenic
2687,Pathogenic
2688,Pathogenic
2689,Pathogenic
2690,Pathogenic
2691,Pathogenic
2692,Uncertain significance
2693,Conflicting interpretations of pathogenicity
2694,Likely pathogenic
2695,Pathogenic
2696,Uncertain significance
2697,Conflicting interpretations of pathogenicity
2698,Conflicting interpretations of pathogenicity
2699,Conflicting interpretations of pathogenicity
2700,Conflicting interpretations of pathogenicity
2701,Pathogenic
2702,Pathogenic
2703,Pathogenic
2704,Pathogenic
2705,Pathogenic
2706,Pathogenic
2707,Pathogenic
2708,Conflicting interpretations of pathogenicity
2709,Conflicting interpretations of pathogenicity
2710,Pathogenic
2711,Pathogenic
2712,Pathogenic/Likely pathogenic
2713,Pathogenic/Likely pathogenic
2714,Pathogenic/Likely pathogenic
2715,Pathogenic/Likely pathogenic
2716,Pathogenic/Likely pathogenic
2717,Pathogenic/Likely pathogenic
2718,Pathogenic/Likely pathogenic
2719,Pathogenic/Likely pathogenic
2720,Pathogenic
2721,Pathogenic
2722,Pathogenic
2723,Conflicting interpretations of pathogenicity
2724,Conflicting interpretations of pathogenicity
2725,Conflicting interpretations of pathogenicity
2726,Conflicting interpretations of pathogenicity
2727,Conflicting interpretations of pathogenicity
2728,Conflicting interpretations of pathogenicity
2729,risk factor
2730,Pathogenic
2731,Pathogenic
2732,Pathogenic
2733,Pathogenic
2734,Pathogenic
2735,Pathogenic
2736,Pathogenic/Likely pathogenic
2737,Pathogenic/Likely pathogenic
2738,Conflicting interpretations of pathogenicity
2739,Uncertain significance
2740,Pathogenic
2741,Pathogenic
2742,Pathogenic
2743,Pathogenic
2744,Pathogenic
2745,Pathogenic
2746,Pathogenic
2747,Pathogenic
2748,Pathogenic
2749,Likely pathogenic
2750,Likely pathogenic
2751,Pathogenic
2752,Pathogenic
2753,Pathogenic
2754,Pathogenic
2755,Pathogenic
2756,Pathogenic
2757,Pathogenic
2758,Pathogenic
2759,risk factor
2760,Pathogenic
2761,Conflicting interpretations of pathogenicity
2762,Conflicting interpretations of pathogenicity
2763,Conflicting interpretations of pathogenicity
2764,Conflicting interpretations of pathogenicity
2765,Conflicting interpretations of pathogenicity
2766,Benign
2767,Benign
2768,Benign
2769,Benign
2770,Benign
2771,Benign
2772,Pathogenic
2773,Pathogenic
2774,Pathogenic/Likely pathogenic
2775,Pathogenic/Likely pathogenic
2776,Pathogenic/Likely pathogenic
2777,Pathogenic/Likely pathogenic
2778,Pathogenic/Likely pathogenic
2779,Pathogenic/Likely pathogenic
2780,Pathogenic/Likely pathogenic
2781,Pathogenic/Likely pathogenic
2782,Conflicting interpretations of pathogenicity
2783,Conflicting interpretations of pathogenicity
2784,Conflicting interpretations of pathogenicity
2785,Conflicting interpretations of pathogenicity
2786,Pathogenic/Likely pathogenic
2787,Pathogenic/Likely pathogenic
2788,Pathogenic/Likely pathogenic
2789,Pathogenic/Likely pathogenic
2790,Pathogenic/Likely pathogenic
2791,Pathogenic/Likely pathogenic
2792,Conflicting interpretations of pathogenicity
2793,Conflicting interpretations of pathogenicity
2794,Conflicting interpretations of pathogenicity
2795,Conflicting interpretations of pathogenicity
2796,Conflicting interpretations of pathogenicity
2797,Conflicting interpretations of pathogenicity
2798,Conflicting interpretations of pathogenicity
2799,Conflicting interpretations of pathogenicity
2800,Conflicting interpretations of pathogenicity
2801,Conflicting interpretations of pathogenicity
2802,Conflicting interpretations of pathogenicity
2803,Conflicting interpretations of pathogenicity
2804,Conflicting interpretations of pathogenicity
2805,Conflicting interpretations of pathogenicity
2806,Conflicting interpretations of pathogenicity
2807,Conflicting interpretations of pathogenicity
2808,Conflicting interpretations of pathogenicity
2809,Conflicting interpretations of pathogenicity
2810,Conflicting interpretations of pathogenicity
2811,Conflicting interpretations of pathogenicity
2812,Conflicting interpretations of pathogenicity
2813,Conflicting interpretations of pathogenicity
2814,Conflicting interpretations of pathogenicity
2815,Conflicting interpretations of pathogenicity
2816,Conflicting interpretations of pathogenicity
2817,Conflicting interpretations of pathogenicity
2818,Conflicting interpretations of pathogenicity
2819,Conflicting interpretations of pathogenicity
2820,Conflicting interpretations of pathogenicity
2821,Conflicting interpretations of pathogenicity
2822,Conflicting interpretations of pathogenicity
2823,Conflicting interpretations of pathogenicity
2824,Conflicting interpretations of pathogenicity
2825,Conflicting interpretations of pathogenicity
2826,Conflicting interpretations of pathogenicity
2827,Conflicting interpretations of pathogenicity
2828,Conflicting interpretations of pathogenicity
2829,Conflicting interpretations of pathogenicity
2830,Uncertain significance
2831,Uncertain significance
2832,Uncertain significance
2833,Uncertain significance
2834,Pathogenic
2835,Pathogenic
2836,Pathogenic
2837,Pathogenic
2838,Conflicting interpretations of pathogenicity
2839,Conflicting interpretations of pathogenicity
2840,Conflicting interpretations of pathogenicity
2841,Conflicting interpretations of pathogenicity
2842,Likely pathogenic
2843,Uncertain significance
2844,Uncertain significance
2845,Conflicting interpretations of pathogenicity
2846,Conflicting interpretations of pathogenicity
2847,Benign/Likely benign
2848,Benign/Likely benign
2849,Likely pathogenic
2850,Likely pathogenic
2851,Pathogenic
2852,Pathogenic
2853,Pathogenic
2854,Pathogenic
2855,Conflicting interpretations of pathogenicity
2856,Conflicting interpretations of pathogenicity
2857,Benign/Likely benign
2858,Benign/Likely benign
2859,Pathogenic
2860,Pathogenic
2861,Pathogenic
2862,Pathogenic
2863,Pathogenic
2864,Pathogenic
2865,Pathogenic
2866,Pathogenic
2867,Pathogenic
2868,Likely pathogenic
2869,Likely pathogenic
2870,Pathogenic
2871,Pathogenic
2872,Pathogenic
2873,Pathogenic
2874,Pathogenic
2875,Pathogenic
2876,Pathogenic
2877,Pathogenic
2878,Pathogenic
2879,Pathogenic
2880,Pathogenic
2881,Pathogenic
2882,Pathogenic
2883,Likely pathogenic
2884,Pathogenic
2885,Pathogenic
2886,Pathogenic
2887,Pathogenic
2888,Pathogenic
2889,Pathogenic
2890,Pathogenic
2891,Pathogenic
2892,Pathogenic/Likely pathogenic
2893,Pathogenic/Likely pathogenic
2894,Pathogenic/Likely pathogenic
2895,Pathogenic
2896,Pathogenic
2897,Pathogenic
2898,Conflicting interpretations of pathogenicity
2899,Conflicting interpretations of pathogenicity
2900,drug response
2901,Likely benign
2902,Pathogenic
2903,Pathogenic
2904,Pathogenic
2905,Pathogenic
2906,Pathogenic
2907,Pathogenic
2908,Pathogenic
2909,Pathogenic
2910,Pathogenic
2911,Pathogenic
2912,Pathogenic
2913,Pathogenic
2914,Pathogenic
2915,Pathogenic
2916,Pathogenic
2917,Pathogenic/Likely pathogenic
2918,Pathogenic/Likely pathogenic
2919,Pathogenic
2920,Pathogenic
2921,Pathogenic
2922,Pathogenic
2923,Pathogenic
2924,Pathogenic
2925,Pathogenic
2926,Pathogenic
2927,Pathogenic
2928,Pathogenic/Likely pathogenic
2929,Pathogenic
2930,Likely pathogenic
2931,Uncertain significance
2932,Pathogenic
2933,Pathogenic
2934,Pathogenic
2935,Pathogenic
2936,Pathogenic
2937,Pathogenic
2938,Pathogenic
2939,Pathogenic/Likely pathogenic
2940,Likely pathogenic
2941,Pathogenic
2942,Conflicting interpretations of pathogenicity
2943,Pathogenic/Likely pathogenic
2944,Likely pathogenic
2945,Pathogenic
2946,Pathogenic
2947,Pathogenic
2948,Pathogenic
2949,Pathogenic
2950,Pathogenic
2951,Pathogenic
2952,Pathogenic
2953,Pathogenic
2954,Affects
2955,Affects
2956,Affects
2957,Likely pathogenic; Affects
2958,Pathogenic
2959,risk factor
2960,Uncertain significance
2961,Uncertain significance
2962,Uncertain significance
2963,Uncertain significance
2964,Likely benign
2965,Conflicting interpretations of pathogenicity
2966,Conflicting interpretations of pathogenicity
2967,Conflicting interpretations of pathogenicity
2968,Conflicting interpretations of pathogenicity
2969,Conflicting interpretations of pathogenicity
2970,Pathogenic
2971,Pathogenic
2972,Pathogenic
2973,Pathogenic
2974,Pathogenic
2975,Pathogenic
2976,Pathogenic
2977,Pathogenic
2978,Pathogenic
2979,Pathogenic
2980,Pathogenic
2981,Pathogenic
2982,Pathogenic
2983,Pathogenic
2984,Pathogenic
2985,Pathogenic
2986,Pathogenic
2987,Pathogenic
2988,Pathogenic
2989,Uncertain significance
2990,Pathogenic/Likely pathogenic
2991,Pathogenic/Likely pathogenic
2992,Pathogenic
2993,Conflicting interpretations of pathogenicity
2994,Conflicting interpretations of pathogenicity
2995,Conflicting interpretations of pathogenicity
2996,Conflicting interpretations of pathogenicity
2997,Conflicting interpretations of pathogenicity
2998,Conflicting interpretations of pathogenicity
2999,Pathogenic
3000,Pathogenic
3001,Pathogenic
3002,Pathogenic
3003,Pathogenic
3004,Likely pathogenic
3005,Pathogenic
3006,Pathogenic
3007,Conflicting interpretations of pathogenicity
3008,Conflicting interpretations of pathogenicity
3009,Conflicting interpretations of pathogenicity
3010,Pathogenic/Likely pathogenic
3011,Pathogenic/Likely pathogenic
3012,Conflicting interpretations of pathogenicity
3013,Conflicting interpretations of pathogenicity
3014,Pathogenic
3015,Pathogenic
3016,Pathogenic
3017,Pathogenic
3018,Pathogenic
3019,Pathogenic
3020,Likely pathogenic
3021,Likely pathogenic
3022,Likely pathogenic
3023,Likely pathogenic
3024,Likely pathogenic
3025,Pathogenic
3026,Pathogenic
3027,Pathogenic
3028,Pathogenic
3029,Pathogenic
3030,Pathogenic
3031,Pathogenic
3032,Pathogenic
3033,Pathogenic
3034,Pathogenic/Likely pathogenic
3035,Pathogenic/Likely pathogenic
3036,Pathogenic/Likely pathogenic
3037,Pathogenic
3038,Pathogenic
3039,Pathogenic
3040,Pathogenic
3041,Pathogenic
3042,Pathogenic
3043,Pathogenic
3044,Pathogenic
3045,Pathogenic
3046,Pathogenic/Likely pathogenic
3047,Pathogenic/Likely pathogenic
3048,Pathogenic/Likely pathogenic
3049,Pathogenic/Likely pathogenic
3050,Pathogenic/Likely pathogenic
3051,Pathogenic/Likely pathogenic
3052,Pathogenic/Likely pathogenic
3053,Pathogenic/Likely pathogenic
3054,Pathogenic/Likely pathogenic
3055,Pathogenic/Likely pathogenic
3056,Pathogenic/Likely pathogenic
3057,Pathogenic/Likely pathogenic
3058,Pathogenic/Likely pathogenic
3059,Pathogenic/Likely pathogenic
3060,Pathogenic/Likely pathogenic
3061,Pathogenic/Likely pathogenic
3062,Pathogenic/Likely pathogenic
3063,Pathogenic/Likely pathogenic
3064,Pathogenic/Likely pathogenic
3065,Pathogenic
3066,Pathogenic
3067,Pathogenic
3068,Pathogenic
3069,Conflicting interpretations of pathogenicity
3070,Conflicting interpretations of pathogenicity
3071,Conflicting interpretations of pathogenicity
3072,Conflicting interpretations of pathogenicity
3073,Conflicting interpretations of pathogenicity
3074,Conflicting interpretations of pathogenicity
3075,Conflicting interpretations of pathogenicity
3076,Conflicting interpretations of pathogenicity
3077,Conflicting interpretations of pathogenicity
3078,Pathogenic
3079,Pathogenic
3080,Pathogenic
3081,Pathogenic
3082,Pathogenic
3083,Pathogenic
3084,Pathogenic
3085,Pathogenic
3086,Pathogenic
3087,Pathogenic/Likely pathogenic
3088,Pathogenic/Likely pathogenic
3089,Pathogenic/Likely pathogenic
3090,Pathogenic
3091,Pathogenic
3092,Pathogenic
3093,Pathogenic
3094,Pathogenic
3095,Pathogenic
3096,Pathogenic
3097,Conflicting interpretations of pathogenicity
3098,Conflicting interpretations of pathogenicity
3099,Pathogenic
3100,Pathogenic
3101,Pathogenic
3102,Conflicting interpretations of pathogenicity
3103,Likely pathogenic
3104,Uncertain significance
3105,Likely pathogenic
3106,Pathogenic/Likely pathogenic
3107,Pathogenic
3108,Conflicting interpretations of pathogenicity
3109,Pathogenic
3110,Likely pathogenic
3111,Pathogenic/Likely pathogenic
3112,Pathogenic/Likely pathogenic
3113,Conflicting interpretations of pathogenicity
3114,Pathogenic/Likely pathogenic
3115,Pathogenic
3116,Pathogenic
3117,Pathogenic
3118,Pathogenic
3119,Pathogenic
3120,Pathogenic/Likely pathogenic
3121,Pathogenic/Likely pathogenic
3122,Pathogenic
3123,Pathogenic
3124,Pathogenic
3125,Benign/Likely benign
3126,Benign/Likely benign
3127,Pathogenic
3128,Pathogenic
3129,Pathogenic
3130,Pathogenic
3131,Pathogenic
3132,Pathogenic
3133,Pathogenic/Likely pathogenic
3134,Pathogenic/Likely pathogenic
3135,Pathogenic
3136,Pathogenic/Likely pathogenic
3137,Pathogenic/Likely pathogenic
3138,Conflicting interpretations of pathogenicity
3139,Conflicting interpretations of pathogenicity
3140,Conflicting interpretations of pathogenicity
3141,Conflicting interpretations of pathogenicity
3142,Conflicting interpretations of pathogenicity
3143,Conflicting interpretations of pathogenicity
3144,Conflicting interpretations of pathogenicity
3145,Benign/Likely benign
3146,Benign/Likely benign
3147,Benign/Likely benign
3148,Benign/Likely benign
3149,Benign/Likely benign
3150,Benign/Likely benign
3151,Pathogenic
3152,Uncertain significance
3153,Uncertain significance
3154,Uncertain significance
3155,Benign
3156,Benign
3157,Benign
3158,Pathogenic
3159,Pathogenic
3160,Likely pathogenic
3161,Likely pathogenic
3162,Pathogenic
3163,Pathogenic
3164,Pathogenic
3165,Pathogenic
3166,Uncertain significance
3167,Uncertain significance
3168,Pathogenic
3169,Pathogenic
3170,Likely pathogenic
3171,Likely pathogenic
3172,Likely pathogenic
3173,Likely pathogenic
3174,drug response
3175,drug response
3176,Pathogenic
3177,Pathogenic
3178,Pathogenic
3179,Pathogenic
3180,Pathogenic
3181,Pathogenic
3182,Pathogenic
3183,Pathogenic
3184,Pathogenic
3185,Pathogenic
3186,Pathogenic
3187,Pathogenic
3188,Pathogenic/Likely pathogenic
3189,Pathogenic
3190,Pathogenic
3191,Pathogenic
3192,Pathogenic
3193,Pathogenic
3194,Pathogenic
3195,Pathogenic
3196,Conflicting interpretations of pathogenicity
3197,Pathogenic
3198,Benign
3199,Benign
3200,Pathogenic
3201,Benign
3202,Pathogenic
3203,Pathogenic
3204,Pathogenic
3205,Pathogenic
3206,Pathogenic
3207,Conflicting interpretations of pathogenicity
3208,Conflicting interpretations of pathogenicity
3209,Pathogenic
3210,Conflicting interpretations of pathogenicity
3211,Conflicting interpretations of pathogenicity
3212,Pathogenic
3213,Uncertain significance
3214,Uncertain significance
3215,Pathogenic
3216,Conflicting interpretations of pathogenicity
3217,Conflicting interpretations of pathogenicity
3218,Conflicting interpretations of pathogenicity
3219,Pathogenic
3220,Pathogenic
3221,Pathogenic
3222,Uncertain significance
3223,Pathogenic/Likely pathogenic
3224,Pathogenic/Likely pathogenic
3225,Pathogenic
3226,Pathogenic/Likely pathogenic
3227,Pathogenic/Likely pathogenic
3228,Pathogenic/Likely pathogenic
3229,Pathogenic/Likely pathogenic
3230,Pathogenic/Likely pathogenic
3231,Pathogenic
3232,Pathogenic
3233,Pathogenic
3234,Pathogenic
3235,Pathogenic
3236,Pathogenic/Likely pathogenic
3237,Pathogenic/Likely pathogenic
3238,Pathogenic/Likely pathogenic
3239,Pathogenic
3240,Pathogenic
3241,Pathogenic
3242,Pathogenic
3243,Pathogenic
3244,Pathogenic/Likely pathogenic
3245,Pathogenic/Likely pathogenic
3246,Pathogenic/Likely pathogenic
3247,Likely pathogenic
3248,Likely pathogenic
3249,Pathogenic
3250,Pathogenic
3251,Pathogenic
3252,Pathogenic
3253,Pathogenic
3254,Pathogenic
3255,Pathogenic
3256,Pathogenic
3257,Pathogenic
3258,Pathogenic
3259,Pathogenic
3260,Pathogenic
3261,Pathogenic
3262,Pathogenic
3263,Pathogenic
3264,Pathogenic
3265,Pathogenic
3266,Pathogenic
3267,Pathogenic
3268,Pathogenic
3269,Pathogenic
3270,Pathogenic/Likely pathogenic
3271,Pathogenic/Likely pathogenic
3272,Pathogenic/Likely pathogenic
3273,Pathogenic/Likely pathogenic
3274,Likely pathogenic
3275,Likely pathogenic
3276,Pathogenic/Likely pathogenic
3277,Pathogenic/Likely pathogenic
3278,Pathogenic/Likely pathogenic
3279,Pathogenic
3280,Pathogenic
3281,Likely pathogenic
3282,Pathogenic/Likely pathogenic
3283,Pathogenic/Likely pathogenic
3284,Pathogenic
3285,Pathogenic
3286,Pathogenic
3287,Pathogenic
3288,Pathogenic
3289,Pathogenic
3290,Pathogenic
3291,Pathogenic
3292,Pathogenic
3293,Pathogenic
3294,Pathogenic
3295,Pathogenic
3296,Pathogenic/Likely pathogenic
3297,Pathogenic/Likely pathogenic
3298,Pathogenic
3299,Pathogenic
3300,Pathogenic/Likely pathogenic
3301,Pathogenic/Likely pathogenic
3302,Pathogenic/Likely pathogenic
3303,Pathogenic
3304,Pathogenic
3305,Pathogenic
3306,Pathogenic
3307,Pathogenic
3308,Pathogenic
3309,Pathogenic
3310,Pathogenic
3311,Pathogenic/Likely pathogenic
3312,Pathogenic/Likely pathogenic
3313,Pathogenic/Likely pathogenic
3314,Pathogenic
3315,Benign
3316,Benign
3317,Benign
3318,Benign
3319,Benign
3320,Benign
3321,Pathogenic
3322,Pathogenic
3323,Pathogenic
3324,Pathogenic
3325,Pathogenic
3326,Pathogenic
3327,Pathogenic
3328,Pathogenic
3329,Pathogenic/Likely pathogenic
3330,Pathogenic/Likely pathogenic
3331,Pathogenic/Likely pathogenic
3332,Pathogenic/Likely pathogenic
3333,Pathogenic/Likely pathogenic
3334,Pathogenic
3335,Pathogenic
3336,Pathogenic
3337,Pathogenic
3338,Pathogenic
3339,Pathogenic/Likely pathogenic
3340,Pathogenic/Likely pathogenic
3341,Pathogenic/Likely pathogenic
3342,Pathogenic/Likely pathogenic
3343,Pathogenic/Likely pathogenic
3344,Conflicting interpretations of pathogenicity
3345,Conflicting interpretations of pathogenicity
3346,Conflicting interpretations of pathogenicity
3347,Benign
3348,Benign
3349,Benign
3350,Benign
3351,Benign
3352,Benign
3353,Benign
3354,Benign/Likely benign; other
3355,Benign/Likely benign; other
3356,Benign/Likely benign; other
3357,Pathogenic
3358,Pathogenic
3359,Pathogenic
3360,Pathogenic
3361,Pathogenic
3362,Pathogenic/Likely pathogenic
3363,Pathogenic/Likely pathogenic
3364,Pathogenic/Likely pathogenic
3365,Pathogenic/Likely pathogenic
3366,Pathogenic
3367,Pathogenic
3368,Pathogenic
3369,Pathogenic
3370,Conflicting interpretations of pathogenicity
3371,Conflicting interpretations of pathogenicity
3372,Conflicting interpretations of pathogenicity
3373,Conflicting interpretations of pathogenicity
3374,Pathogenic
3375,Pathogenic
3376,Conflicting interpretations of pathogenicity
3377,Conflicting interpretations of pathogenicity
3378,Conflicting interpretations of pathogenicity
3379,Conflicting interpretations of pathogenicity
3380,Pathogenic
3381,Pathogenic
3382,Pathogenic
3383,Conflicting interpretations of pathogenicity
3384,Conflicting interpretations of pathogenicity
3385,Conflicting interpretations of pathogenicity
3386,Pathogenic
3387,Conflicting interpretations of pathogenicity
3388,Pathogenic
3389,Pathogenic/Likely pathogenic
3390,Pathogenic/Likely pathogenic
3391,Pathogenic/Likely pathogenic
3392,Pathogenic/Likely pathogenic
3393,Pathogenic/Likely pathogenic
3394,Pathogenic/Likely pathogenic
3395,Pathogenic/Likely pathogenic
3396,Pathogenic
3397,Pathogenic
3398,Pathogenic
3399,Pathogenic/Likely pathogenic
3400,Pathogenic/Likely pathogenic
3401,Pathogenic/Likely pathogenic
3402,Pathogenic/Likely pathogenic
3403,Pathogenic/Likely pathogenic
3404,Conflicting interpretations of pathogenicity
3405,Conflicting interpretations of pathogenicity
3406,Pathogenic
3407,Pathogenic/Likely pathogenic
3408,Pathogenic/Likely pathogenic
3409,Conflicting interpretations of pathogenicity
3410,Pathogenic/Likely pathogenic
3411,Pathogenic/Likely pathogenic
3412,Pathogenic
3413,Pathogenic
3414,Pathogenic
3415,Pathogenic
3416,Pathogenic/Likely pathogenic
3417,Pathogenic/Likely pathogenic
3418,Likely pathogenic
3419,Likely pathogenic
3420,Pathogenic
3421,Pathogenic
3422,Pathogenic
3423,Pathogenic
3424,Pathogenic
3425,Pathogenic
3426,Pathogenic/Likely pathogenic
3427,Pathogenic
3428,Pathogenic
3429,Uncertain significance
3430,Uncertain significance
3431,Likely pathogenic
3432,Benign
3433,Benign
3434,Likely pathogenic
3435,Pathogenic
3436,Pathogenic
3437,Pathogenic
3438,Pathogenic/Likely pathogenic
3439,Pathogenic/Likely pathogenic
3440,Pathogenic/Likely pathogenic
3441,Pathogenic
3442,Pathogenic
3443,Pathogenic/Likely pathogenic
3444,Pathogenic/Likely pathogenic
3445,Pathogenic/Likely pathogenic
3446,Pathogenic/Likely pathogenic
3447,Pathogenic
3448,Pathogenic
3449,Pathogenic
3450,Pathogenic
3451,Pathogenic
3452,Pathogenic
3453,Pathogenic
3454,Pathogenic
3455,Pathogenic
3456,Pathogenic
3457,Pathogenic
3458,Pathogenic
3459,Pathogenic
3460,Pathogenic
3461,Pathogenic
3462,Pathogenic
3463,Pathogenic
3464,Pathogenic
3465,Pathogenic
3466,Pathogenic
3467,Pathogenic
3468,Pathogenic
3469,Pathogenic
3470,Pathogenic
3471,Pathogenic
3472,Pathogenic
3473,Pathogenic
3474,Pathogenic
3475,Pathogenic
3476,Pathogenic
3477,Pathogenic
3478,Pathogenic
3479,Pathogenic/Likely pathogenic
3480,Pathogenic/Likely pathogenic
3481,Pathogenic/Likely pathogenic
3482,Pathogenic/Likely pathogenic
3483,Conflicting interpretations of pathogenicity
3484,Conflicting interpretations of pathogenicity
3485,Conflicting interpretations of pathogenicity
3486,Conflicting interpretations of pathogenicity
3487,Conflicting interpretations of pathogenicity
3488,Conflicting interpretations of pathogenicity
3489,Conflicting interpretations of pathogenicity
3490,Conflicting interpretations of pathogenicity
3491,Conflicting interpretations of pathogenicity
3492,Conflicting interpretations of pathogenicity
3493,Conflicting interpretations of pathogenicity
3494,Conflicting interpretations of pathogenicity
3495,Conflicting interpretations of pathogenicity
3496,Conflicting interpretations of pathogenicity
3497,Conflicting interpretations of pathogenicity
3498,Conflicting interpretations of pathogenicity
3499,Conflicting interpretations of pathogenicity
3500,Conflicting interpretations of pathogenicity
3501,Conflicting interpretations of pathogenicity
3502,Conflicting interpretations of pathogenicity
3503,Conflicting interpretations of pathogenicity
3504,Conflicting interpretations of pathogenicity
3505,Pathogenic
3506,Pathogenic
3507,Pathogenic
3508,Pathogenic
3509,Pathogenic
3510,Pathogenic
3511,Pathogenic
3512,Pathogenic
3513,Pathogenic
3514,Pathogenic
3515,Pathogenic
3516,Pathogenic
3517,Pathogenic
3518,Pathogenic
3519,Pathogenic
3520,Pathogenic
3521,Likely pathogenic
3522,Likely pathogenic
3523,Likely pathogenic
3524,Conflicting interpretations of pathogenicity
3525,Conflicting interpretations of pathogenicity
3526,Conflicting interpretations of pathogenicity
3527,Conflicting interpretations of pathogenicity
3528,Conflicting interpretations of pathogenicity
3529,Conflicting interpretations of pathogenicity
3530,Pathogenic
3531,Pathogenic
3532,Pathogenic
3533,Pathogenic
3534,Pathogenic
3535,Pathogenic
3536,Pathogenic/Likely pathogenic
3537,Pathogenic/Likely pathogenic
3538,Pathogenic/Likely pathogenic
3539,Pathogenic
3540,Pathogenic
3541,Pathogenic
3542,Pathogenic
3543,Pathogenic
3544,Pathogenic
3545,Pathogenic
3546,Pathogenic/Likely pathogenic
3547,Pathogenic/Likely pathogenic
3548,Pathogenic
3549,risk factor
3550,risk factor
3551,Uncertain significance
3552,Uncertain significance
3553,Pathogenic
